Id,Traffic Volume
253,3400.446581
254,2661.421053
255,283.5187713
256,4505.514843
257,5589.138943
258,778.6666667
259,1897
260,4128.361538
261,363.8624788
262,3317.46789
263,374.5569044
264,4460.043478
265,4653.421471
266,5594.149406
267,5594.149406
268,334.1396648
269,409.242268
270,6341.708713
271,4664.438356
272,4920.30712
273,5878.013514
274,363.8624788
275,4702.478873
276,6207.254453
277,4505.514843
278,4165.910569
279,591.5217391
280,875.6666667
281,351.34375
282,6207.254453
283,1701.656716
284,865.9166667
285,834.8965517
286,283.5187713
287,5077.384488
288,5234.8351
289,3293.0625
290,4889.166667
291,4798.719858
292,363.8624788
293,334.1396648
294,4505.514843
295,2042.922535
296,4664.438356
297,915.2238806
298,1145.210162
299,1
300,5800.409091
301,730.56
302,4920.30712
303,4505.514843
304,5594.149406
305,4664.438356
306,3400.446581
307,3038.257143
308,1824.959596
309,1506.346154
310,4664.438356
311,3242.13253
312,409.242268
313,789.8152174
314,5878.013514
315,5077.384488
316,2444
317,6341.708713
318,409.242268
319,4128.361538
320,1324.266667
321,4505.514843
322,2943.029851
323,2786.16804
324,5800.409091
325,4576.536723
326,429.6760563
327,4920.30712
328,5589.138943
329,3941.948052
330,592.15625
331,5077.384488
332,4128.361538
333,4920.30712
334,4310.486137
335,6341.708713
336,5589.138943
337,334.1396648
338,374.5569044
339,6341.708713
340,326.0529801
341,2033.058824
342,2042.922535
343,5800.409091
344,5901.569211
345,1254.148148
346,5234.8351
347,1145.210162
348,6207.254453
349,5172.256579
350,4486.732919
351,4664.438356
352,3824.714286
353,2232.083333
354,1145.210162
355,1117.809524
356,5800.409091
357,4505.514843
358,1379.642857
359,5901.569211
360,3132.621212
361,2943.029851
362,6207.254453
363,4920.30712
364,374.5569044
365,2451.888889
366,1145.210162
367,5800.409091
368,5353.007353
369,1324.266667
370,2109.408163
371,713.6875
372,5077.384488
373,899.4935065
374,1866.666667
375,1486
376,409.242268
377,4505.514843
378,2887.232143
379,1506.346154
380,4505.514843
381,1909.003155
382,5234.8351
383,1242.215054
384,283.5187713
385,3196.75
386,2189.209677
387,2764.709677
388,1145.210162
389,647.527972
390,5589.138943
391,4362.58156
392,647.527972
393,6341.708713
394,4322.605678
395,310.8885017
396,2977.57193
397,1563.146341
398,868.9084967
399,5661.597701
400,5217.801205
401,5674.617577
402,351.34375
403,4753.02069
404,5674.617577
405,609.039604
406,374.5569044
407,647.527972
408,4334.430622
409,834.8965517
410,5901.569211
411,4798.719858
412,2763
413,3137
414,2729.022727
415,4505.514843
416,310.8885017
417,4664.438356
418,4334.430622
419,553.7362637
420,5589.138943
421,5589.138943
422,6341.708713
423,644.974359
424,5674.617577
425,2700
426,351.34375
427,4565.215385
428,2686.833333
429,2691.690574
430,374.5569044
431,4920.30712
432,3132.621212
433,4798.719858
434,1204.529412
435,4505.514843
436,5878.013514
437,5234.8351
438,5280.031532
439,5217.801205
440,4653.421471
441,938.8
442,4486.732919
443,6207.254453
444,5172.256579
445,363.8624788
446,1400.377778
447,553.9656489
448,2691.690574
449,868.9084967
450,1242.215054
451,1145.210162
452,3242.13253
453,1563.146341
454,431.1428571
455,2809.947368
456,5901.569211
457,328
458,2598.933333
459,5172.256579
460,4702.478873
461,363.8624788
462,5901.569211
463,2985.275862
464,801.219697
465,5280.031532
466,283.5187713
467,363.8624788
468,5589.138943
469,2786.16804
470,363.8624788
471,4167.875
472,1838.571429
473,3105.340426
474,5674.617577
475,2527.517241
476,4664.438356
477,3007.73741
478,241
479,1145.210162
480,4798.719858
481,3541.409091
482,6207.254453
483,374.5569044
484,363.8624788
485,2794.882353
486,4036.786325
487,371.2857143
488,4576.536723
489,2887.232143
490,4167.875
491,857.2133333
492,2370.842857
493,5077.384488
494,4858.03913
495,4334.430622
496,1090.179487
497,5589.138943
498,2636.307692
499,3317.46789
500,2720.322581
501,4167.875
502,4798.719858
503,5476.2
504,351.34375
505,4083.134146
506,3317.46789
507,564.8857143
508,4505.514843
509,916
510,5901.569211
511,2124.542373
512,2764.709677
513,5217.801205
514,2042.922535
515,5589.138943
516,5217.801205
517,5217.801205
518,5476.2
519,4505.514843
520,3492.89
521,4920.30712
522,5234.8351
523,3541.409091
524,4036.786325
525,2444.555556
526,2691.690574
527,2344.014599
528,363.8624788
529,4322.605678
530,2785.176471
531,915.2238806
532,4664.438356
533,4858.03913
534,5901.569211
535,3400.446581
536,4505.514843
537,6341.708713
538,5594.149406
539,5589.138943
540,2732.333333
541,4310.486137
542,5800.409091
543,5280.031532
544,4505.514843
545,4920.30712
546,1909.003155
547,374.5569044
548,5280.031532
549,2943.029851
550,3612.5
551,4664.438356
552,6341.708713
553,4920.30712
554,5674.617577
555,5217.801205
556,4920.30712
557,4505.514843
558,6341.708713
559,1256
560,409.242268
561,815.2054795
562,4664.438356
563,3431.836735
564,6207.254453
565,4653.421471
566,868.9084967
567,5353.007353
568,4664.438356
569,4920.30712
570,5589.138943
571,4879.230769
572,4083.134146
573,5674.617577
574,3085.562092
575,5589.138943
576,2691.690574
577,2670.088
578,2977.57193
579,4753.02069
580,2786.16804
581,4310.486137
582,5234.8351
583,941.8
584,5661.597701
585,5800.409091
586,4310.486137
587,6207.254453
588,4664.438356
589,6207.254453
590,713.6875
591,4505.514843
592,410.64
593,283.5187713
594,865.9166667
595,4334.430622
596,374.5569044
597,5674.617577
598,5901.569211
599,5234.8351
600,4664.438356
601,4486.732919
602,722.5294118
603,3203.381818
604,5589.138943
605,926.1333333
606,686.59375
607,4920.30712
608,2691.690574
609,2729.022727
610,4664.438356
611,2786.16804
612,2033.058824
613,4664.438356
614,4057.366337
615,5674.617577
616,4058.598131
617,4147
618,1975.162162
619,5800.409091
620,1073
621,3317.46789
622,2786.16804
623,5234.8351
624,374.5569044
625,3431.836735
626,5217.801205
627,1824.959596
628,1198.285714
629,716
630,5172.256579
631,360.9
632,5674.617577
633,5901.569211
634,5674.617577
635,3941.948052
636,5234.8351
637,3953.842857
638,6207.254453
639,5077.384488
640,1408.361111
641,729.744186
642,4798.719858
643,4334.430622
644,1506.346154
645,4036.786325
646,868.9084967
647,868.9084967
648,5217.801205
649,1242.215054
650,4664.438356
651,6341.708713
652,4664.438356
653,517.5
654,310.8885017
655,4798.719858
656,4310.486137
657,5901.569211
658,6341.708713
659,6207.254453
660,360.9
661,1145.210162
662,4565.215385
663,950
664,1145.210162
665,801.219697
666,4920.30712
667,310.8885017
668,5901.569211
669,609.039604
670,4920.30712
671,4798.719858
672,283.5187713
673,374.5569044
674,4505.514843
675,1909.003155
676,1145.210162
677,3400.446581
678,2112.322581
679,2943.029851
680,2589
681,553.9656489
682,5280.031532
683,5674.617577
684,476.5882353
685,1145.210162
686,363.8624788
687,4920.30712
688,2527.517241
689,938.8
690,4920.30712
691,4798.719858
692,283.5187713
693,4753.02069
694,4664.438356
695,5234.8351
696,2691.690574
697,374.5569044
698,4653.421471
699,4322.605678
700,5077.384488
701,4322.605678
702,4505.514843
703,5077.384488
704,4653.421471
705,1578.5
706,729.744186
707,3725.421053
708,6341.708713
709,6207.254453
710,623.6111111
711,1909.003155
712,2691.690574
713,5233.55814
714,2960.981618
715,2190.285714
716,3001
717,2935.655172
718,789.8152174
719,4753.02069
720,3400.446581
721,5077.384488
722,5280.031532
723,4664.438356
724,1145.210162
725,5077.384488
726,5827.47619
727,5589.138943
728,3979.405405
729,4576.536723
730,4322.605678
731,1204.306306
732,2083.574468
733,663.8333333
734,1145.210162
735,4664.438356
736,1204.306306
737,4576.536723
738,553.9656489
739,371.2857143
740,609.039604
741,5589.138943
742,6341.708713
743,1145.210162
744,3007.73741
745,4505.514843
746,5800.409091
747,1324.266667
748,4083.134146
749,5800.409091
750,5901.569211
751,5234.8351
752,4664.438356
753,5878.013514
754,3725.421053
755,3431.836735
756,5234.8351
757,4505.514843
758,865.9166667
759,4415.133333
760,5800.409091
761,5217.801205
762,4920.30712
763,2232.083333
764,3242.13253
765,1090.179487
766,5077.384488
767,4505.514843
768,5878.013514
769,5661.597701
770,1242.215054
771,1145.210162
772,709
773,916
774,2820.582524
775,2042.922535
776,5594.149406
777,5901.569211
778,473.4
779,4310.486137
780,4057.366337
781,529
782,1536
783,2785.176471
784,2344.014599
785,4505.514843
786,4322.605678
787,4058.598131
788,1090.179487
789,454.6585366
790,5594.149406
791,2786.16804
792,4310.486137
793,1204.306306
794,989.0833333
795,1204.529412
796,3203.381818
797,1242.215054
798,647.527972
799,5901.569211
800,3400.446581
801,5589.138943
802,5589.138943
803,801.219697
804,5594.149406
805,283.5187713
806,4334.430622
807,3609.75
808,2370.842857
809,2370.842857
810,5800.409091
811,5594.149406
812,3725.421053
813,2960.981618
814,2977.57193
815,3462.263158
816,4664.438356
817,374.5569044
818,283.5187713
819,4664.438356
820,5234.8351
821,4351.5
822,5110.519084
823,283.5187713
824,2691.690574
825,3007.73741
826,4505.514843
827,2786.16804
828,729.744186
829,5674.617577
830,5878.013514
831,834.8965517
832,5589.138943
833,3400.446581
834,6207.254453
835,6341.708713
836,2785.176471
837,1920.571429
838,624.3333333
839,6341.708713
840,834.8965517
841,353
842,1563.146341
843,5901.569211
844,697.53
845,441
846,2232.083333
847,417.2142857
848,3400.446581
849,5674.617577
850,4036.786325
851,5234.8351
852,374.5569044
853,4920.30712
854,1636
855,4415.133333
856,4664.438356
857,310.8885017
858,5077.384488
859,5589.138943
860,4858.03913
861,374.5569044
862,5901.569211
863,5077.384488
864,1499.891892
865,3131.1875
866,4415.133333
867,2112.322581
868,283.5187713
869,2720.322581
870,868.9084967
871,283.5187713
872,4653.421471
873,4798.719858
874,3492.89
875,4505.514843
876,2527.517241
877,363.8624788
878,417.2142857
879,4057.366337
880,4505.514843
881,647.527972
882,4920.30712
883,1896.294118
884,5234.8351
885,4505.514843
886,3007.73741
887,5077.384488
888,1824.959596
889,6207.254453
890,5280.031532
891,6341.708713
892,5233.55814
893,4362.58156
894,5594.149406
895,363.8624788
896,2786.16804
897,326.0529801
898,1191.083333
899,5589.138943
900,310.8885017
901,4798.719858
902,4653.421471
903,3594.80198
904,4664.438356
905,1956.662162
906,5800.409091
907,815.2054795
908,6341.708713
909,3745.533333
910,4322.605678
911,4798.719858
912,647.527972
913,2109.408163
914,5234.8351
915,5901.569211
916,3725.421053
917,5280.031532
918,4505.514843
919,3007.73741
920,5674.617577
921,4664.438356
922,4858.03913
923,4664.438356
924,2785.176471
925,4310.486137
926,571.5757576
927,767.4193548
928,310.8885017
929,4505.514843
930,5878.013514
931,5800.409091
932,353
933,363.8624788
934,2344.014599
935,351.34375
936,647.527972
937,868.9084967
938,340.3666667
939,4798.719858
940,326.0529801
941,371.2857143
942,429.6760563
943,4165.910569
944,868.9084967
945,3767.180723
946,363.8624788
947,4310.486137
948,363.8624788
949,2042.922535
950,1204.306306
951,4505.514843
952,4664.438356
953,2786.16804
954,5589.138943
955,5217.801205
956,1443.9375
957,385.8703704
958,5594.149406
959,2848.6
960,2691.690574
961,1145.210162
962,5077.384488
963,2042.922535
964,1145.210162
965,4664.438356
966,4505.514843
967,2691.690574
968,5901.569211
969,6341.708713
970,4505.514843
971,6341.708713
972,2691.690574
973,2765.206349
974,5077.384488
975,4664.438356
976,5234.8351
977,4753.02069
978,868.9084967
979,4753.02069
980,2732.333333
981,1909.003155
982,363.8624788
983,1824.959596
984,749.8571429
985,283.5187713
986,2691.690574
987,1453.983333
988,283.5187713
989,4653.421471
990,4322.605678
991,2732.333333
992,778.6666667
993,4664.438356
994,1453.983333
995,4858.03913
996,5233.55814
997,915.2238806
998,5172.256579
999,4664.438356
1000,2405.875
1001,3584.772727
1002,713.6875
1003,1398.266667
1004,4653.421471
1005,3431.836735
1006,5110.519084
1007,4036.786325
1008,351.34375
1009,3400.446581
1010,4058.598131
1011,5353.007353
1012,4505.514843
1013,1191.083333
1014,4310.486137
1015,5589.138943
1016,2700
1017,804.5625
1018,4565.215385
1019,5589.138943
1020,5594.149406
1021,4664.438356
1022,385.8703704
1023,4753.02069
1024,3085.562092
1025,374.5569044
1026,3490.777778
1027,363.8624788
1028,4858.03913
1029,4505.514843
1030,5594.149406
1031,2344.014599
1032,4920.30712
1033,2977.57193
1034,1453.983333
1035,915.2238806
1036,6207.254453
1037,697.53
1038,5077.384488
1039,4505.514843
1040,374.5569044
1041,4058.598131
1042,3358.111111
1043,4058.598131
1044,1536
1045,2674.132353
1046,3253.931034
1047,5476.2
1048,5800.409091
1049,5589.138943
1050,334.1396648
1051,5800.409091
1052,5077.384488
1053,3007.73741
1054,425.75
1055,4920.30712
1056,3007.73741
1057,4460.043478
1058,938.8
1059,4310.486137
1060,553.9656489
1061,4322.605678
1062,334.1396648
1063,646.32
1064,5901.569211
1065,2977.57193
1066,2109.408163
1067,5674.617577
1068,5800.409091
1069,6341.708713
1070,4505.514843
1071,778.6666667
1072,2401.333333
1073,2670.088
1074,3007.73741
1075,5077.384488
1076,4664.438356
1077,5594.149406
1078,419
1079,4913.630631
1080,4322.605678
1081,374.5569044
1082,4653.421471
1083,3368.611111
1084,374.5569044
1085,283.5187713
1086,4505.514843
1087,4083.134146
1088,4505.514843
1089,4083.134146
1090,5172.256579
1091,4920.30712
1092,360.9
1093,5594.149406
1094,444.6103896
1095,3400.446581
1096,5110.519084
1097,939.8571429
1098,1453.983333
1099,360.9
1100,5589.138943
1101,5077.384488
1102,5800.409091
1103,363.8624788
1104,5589.138943
1105,647.527972
1106,729.804878
1107,6341.708713
1108,4913.630631
1109,4128.361538
1110,3492.89
1111,1145.210162
1112,4460.043478
1113,3953.842857
1114,4920.30712
1115,5800.409091
1116,5674.617577
1117,2691.690574
1118,1920.5
1119,3132.621212
1120,4505.514843
1121,5901.569211
1122,5589.138943
1123,4664.438356
1124,3941.948052
1125,2042.922535
1126,2786.16804
1127,1909.003155
1128,5901.569211
1129,429.6760563
1130,4653.421471
1131,3242.13253
1132,950
1133,4310.486137
1134,3203.381818
1135,365.5076923
1136,5589.138943
1137,2691.690574
1138,5280.031532
1139,655.6818182
1140,1563.146341
1141,6341.708713
1142,5589.138943
1143,4334.430622
1144,6207.254453
1145,2691.690574
1146,5674.617577
1147,3767.180723
1148,4486.732919
1149,1321.533333
1150,834.8965517
1151,5800.409091
1152,4664.438356
1153,6341.708713
1154,729.744186
1155,4753.02069
1156,4664.438356
1157,4505.514843
1158,6341.708713
1159,283.5187713
1160,766.0769231
1161,815.2054795
1162,538.2857143
1163,4128.361538
1164,5594.149406
1165,1957.5
1166,5589.138943
1167,3609.75
1168,5594.149406
1169,3805.095238
1170,429.6760563
1171,1701.656716
1172,4486.732919
1173,4505.514843
1174,4310.486137
1175,5674.617577
1176,3007.73741
1177,609.039604
1178,2786.16804
1179,4167.875
1180,4310.486137
1181,4310.486137
1182,2935.655172
1183,374.5569044
1184,4167.875
1185,473.4
1186,1701.656716
1187,6207.254453
1188,4460.043478
1189,3773.384615
1190,4505.514843
1191,1909.003155
1192,6207.254453
1193,4753.02069
1194,5589.138943
1195,374.5569044
1196,2344.014599
1197,5589.138943
1198,2157.5
1199,789.8152174
1200,4128.361538
1201,2884.555556
1202,3594.80198
1203,1260.478261
1204,3007.73741
1205,1145.210162
1206,351.34375
1207,5110.519084
1208,789.8152174
1209,4913.630631
1210,4664.438356
1211,363.8624788
1212,3654.5
1213,4653.421471
1214,1145.210162
1215,2625.117647
1216,5234.8351
1217,5077.384488
1218,5674.617577
1219,5594.149406
1220,2650.282609
1221,3062.622047
1222,5280.031532
1223,2661.421053
1224,5280.031532
1225,363.8624788
1226,4505.514843
1227,4505.514843
1228,374.5569044
1229,4653.421471
1230,4920.30712
1231,6341.708713
1232,2589
1233,5217.801205
1234,2794.882353
1235,1453.983333
1236,4505.514843
1237,3939.584906
1238,4798.719858
1239,2625.117647
1240,5589.138943
1241,2820.582524
1242,2700
1243,2977.57193
1244,3767.180723
1245,4027.895522
1246,3062.622047
1247,3085.562092
1248,647.527972
1249,711.3529412
1250,1968.882353
1251,4505.514843
1252,834.8965517
1253,5172.256579
1254,2042.922535
1255,5234.8351
1256,3400.446581
1257,1095.75
1258,4565.215385
1259,2732.333333
1260,511.5
1261,5674.617577
1262,409.242268
1263,2042.922535
1264,374.5569044
1265,804.5625
1266,2216.75
1267,3132.621212
1268,4505.514843
1269,4416.409091
1270,3212.666667
1271,2786.16804
1272,6341.708713
1273,647.527972
1274,2786.16804
1275,351.34375
1276,4505.514843
1277,5476.2
1278,4664.438356
1279,1909.003155
1280,5901.569211
1281,2457.5
1282,834.8965517
1283,3953.842857
1284,3007.73741
1285,5077.384488
1286,4310.486137
1287,3594.80198
1288,5589.138943
1289,4858.03913
1290,5217.801205
1291,868.9084967
1292,2691.690574
1293,4920.30712
1294,591.5217391
1295,417.2142857
1296,4280.132353
1297,2960.981618
1298,5476.2
1299,655.6818182
1300,4310.486137
1301,1636
1302,1260.478261
1303,1321.533333
1304,4505.514843
1305,5217.801205
1306,4664.438356
1307,2176
1308,429.6760563
1309,766.0769231
1310,363.8624788
1311,6207.254453
1312,5594.149406
1313,2700
1314,2786.16804
1315,2729.022727
1316,3594.80198
1317,4460.043478
1318,4057.366337
1319,4920.30712
1320,2977.57193
1321,2935.655172
1322,2403.888889
1323,1824.959596
1324,2785.176471
1325,4027.895522
1326,2786.16804
1327,409.242268
1328,6207.254453
1329,310.8885017
1330,5878.013514
1331,385.8703704
1332,4036.786325
1333,2691.690574
1334,4310.486137
1335,2794.882353
1336,5280.031532
1337,4920.30712
1338,2786.16804
1339,5234.8351
1340,10
1341,5800.409091
1342,4576.536723
1343,4505.514843
1344,4505.514843
1345,4664.438356
1346,5589.138943
1347,5674.617577
1348,637
1349,4920.30712
1350,6341.708713
1351,410.64
1352,1909.003155
1353,5594.149406
1354,4322.605678
1355,4664.438356
1356,6341.708713
1357,624.3333333
1358,410.64
1359,950
1360,4653.421471
1361,363.8624788
1362,409.242268
1363,5172.256579
1364,5172.256579
1365,2960.981618
1366,1453.983333
1367,868.9084967
1368,4858.03913
1369,4920.30712
1370,5901.569211
1371,5901.569211
1372,6341.708713
1373,647.527972
1374,374.5569044
1375,553.7362637
1376,4702.478873
1377,2794.882353
1378,4322.605678
1379,3242.13253
1380,4293.012821
1381,3007.73741
1382,2887.232143
1383,6341.708713
1384,2960.981618
1385,835.6338028
1386,4664.438356
1387,5077.384488
1388,2251.870968
1389,801.219697
1390,310.8885017
1391,2794.882353
1392,2077.368421
1393,4505.514843
1394,1701.656716
1395,5077.384488
1396,815.2054795
1397,5674.617577
1398,1701.656716
1399,2960.981618
1400,4310.486137
1401,4920.30712
1402,933.8571429
1403,3132.621212
1404,4165.910569
1405,4653.421471
1406,1145.210162
1407,2251.870968
1408,2112.322581
1409,5901.569211
1410,1242.215054
1411,5234.8351
1412,4920.30712
1413,5217.801205
1414,429.6760563
1415,4057.366337
1416,4310.486137
1417,5901.569211
1418,3400.446581
1419,3038.257143
1420,6341.708713
1421,5800.409091
1422,363.8624788
1423,283.5187713
1424,2935.655172
1425,3137
1426,4920.30712
1427,4334.430622
1428,5077.384488
1429,1636
1430,4920.30712
1431,3400.446581
1432,5077.384488
1433,591.5217391
1434,5901.569211
1435,4167.875
1436,2786.16804
1437,3629.441176
1438,933.8571429
1439,4505.514843
1440,374.5569044
1441,623.6111111
1442,4505.514843
1443,938.8
1444,4798.719858
1445,4920.30712
1446,5674.617577
1447,2691.690574
1448,835.6338028
1449,4565.215385
1450,2977.57193
1451,5234.8351
1452,3101.242424
1453,604
1454,5353.007353
1455,4664.438356
1456,3584.772727
1457,4083.134146
1458,5589.138943
1459,3773.384615
1460,5800.409091
1461,753.0434783
1462,4920.30712
1463,3845.75
1464,5110.519084
1465,4505.514843
1466,4798.719858
1467,3062.622047
1468,409.242268
1469,789.8152174
1470,3400.446581
1471,4270.137931
1472,283.5187713
1473,3368.611111
1474,1559.090909
1475,417.2142857
1476,3979.405405
1477,5878.013514
1478,2403.888889
1479,4310.486137
1480,2112.322581
1481,4920.30712
1482,4653.421471
1483,1204.306306
1484,538.2857143
1485,6207.254453
1486,1194.666667
1487,6341.708713
1488,6207.254453
1489,4565.215385
1490,3431.836735
1491,6207.254453
1492,4702.478873
1493,4505.514843
1494,5217.801205
1495,2344.014599
1496,6207.254453
1497,647.527972
1498,1074.7
1499,767.4193548
1500,6341.708713
1501,3953.842857
1502,374.5569044
1503,624.3333333
1504,5172.256579
1505,5077.384488
1506,729.744186
1507,4920.30712
1508,2527.517241
1509,2425.857143
1510,383.3947368
1511,2960.981618
1512,363.8624788
1513,5661.597701
1514,2674.132353
1515,283.5187713
1516,5353.007353
1517,4036.786325
1518,1499.891892
1519,4027.895522
1520,630.5
1521,2077.368421
1522,6341.708713
1523,4460.043478
1524,789.8152174
1525,4322.605678
1526,2801.40625
1527,4057.366337
1528,553.9656489
1529,1145.210162
1530,655.6818182
1531,383.3947368
1532,5901.569211
1533,4664.438356
1534,6207.254453
1535,310.8885017
1536,4753.02069
1537,3299.133333
1538,4798.719858
1539,4920.30712
1540,2960.981618
1541,4505.514843
1542,801.219697
1543,5901.569211
1544,5589.138943
1545,385.8703704
1546,5077.384488
1547,4058.598131
1548,3594.80198
1549,5661.597701
1550,4798.719858
1551,899.4935065
1552,417.2142857
1553,3786.6
1554,4460.043478
1555,283.5187713
1556,3979.405405
1557,374.5569044
1558,4664.438356
1559,3817.511628
1560,5353.007353
1561,4920.30712
1562,5800.409091
1563,365.5076923
1564,4653.421471
1565,6207.254453
1566,4310.486137
1567,4879.230769
1568,3953.842857
1569,6341.708713
1570,4505.514843
1571,553.9656489
1572,5172.256579
1573,609.039604
1574,4798.719858
1575,2544.428571
1576,326.0529801
1577,5800.409091
1578,6341.708713
1579,4798.719858
1580,1198.285714
1581,3007.73741
1582,5674.617577
1583,5353.007353
1584,374.5569044
1585,2501.4
1586,3400.446581
1587,276.804878
1588,4702.478873
1589,1194.666667
1590,3541.409091
1591,2935.655172
1592,5234.8351
1593,2943.029851
1594,4058.598131
1595,363.8624788
1596,2960.981618
1597,3492.89
1598,5589.138943
1599,4920.30712
1600,4798.719858
1601,334.1396648
1602,6341.708713
1603,6207.254453
1604,1289.916667
1605,5901.569211
1606,4167.875
1607,454.6585366
1608,2969.605263
1609,4505.514843
1610,6207.254453
1611,533.7692308
1612,4664.438356
1613,4505.514843
1614,5674.617577
1615,6207.254453
1616,4322.605678
1617,865.9166667
1618,5077.384488
1619,3431.836735
1620,374.5569044
1621,4334.430622
1622,6341.708713
1623,2544.428571
1624,5589.138943
1625,1076.603774
1626,1453.983333
1627,2691.690574
1628,4664.438356
1629,5217.801205
1630,4798.719858
1631,4565.215385
1632,778.6666667
1633,5476.2
1634,5280.031532
1635,4653.421471
1636,4798.719858
1637,4505.514843
1638,5661.597701
1639,1909.003155
1640,374.5569044
1641,4653.421471
1642,3824.714286
1643,938.8
1644,2654.777778
1645,2691.690574
1646,834.8965517
1647,4334.430622
1648,3038.257143
1649,5589.138943
1650,4798.719858
1651,3941.948052
1652,1260.478261
1653,729.804878
1654,1400.377778
1655,5589.138943
1656,2786.16804
1657,3320.583333
1658,1076.603774
1659,1506.346154
1660,4505.514843
1661,1453.983333
1662,4664.438356
1663,3317.46789
1664,2576.35
1665,2786.16804
1666,5589.138943
1667,4920.30712
1668,6341.708713
1669,310.8885017
1670,4913.630631
1671,417.2142857
1672,1506.346154
1673,2691.690574
1674,4505.514843
1675,4310.486137
1676,283.5187713
1677,2960.981618
1678,1145.210162
1679,5901.569211
1680,4036.786325
1681,553.7362637
1682,3007.73741
1683,363.8624788
1684,4036.786325
1685,5280.031532
1686,1400.377778
1687,310.8885017
1688,429.6760563
1689,4920.30712
1690,4653.421471
1691,5800.409091
1692,5594.149406
1693,5077.384488
1694,4416.409091
1695,5077.384488
1696,815.75
1697,6341.708713
1698,4322.605678
1699,2960.981618
1700,1909.003155
